artist,track,playcount
Beyoncé,JOLENE,3627431
Beyoncé,"Me, Myself and I",3297359
Beyoncé,6 Inch (feat. The Weeknd),4228302
The Beatles,Here Comes the Sun - Remastered 2009,12497471
The Beatles,Hey Jude,8882257
The Beatles,Eleanor Rigby,9299934
The Beatles,Come Together,8824088
The Beatles,Let It Be,9165946
The Beatles,Yellow Submarine,7253285
The Beatles,Yesterday,8797541
The Beatles,Come Together - Remastered 2009,7715991
The Beatles,Help!,7772882
The Beatles,All You Need Is Love,7096516
The Beatles,Here Comes the Sun,8442950
The Beatles,Yesterday - Remastered 2009,8046508
The Beatles,Lucy in the Sky With Diamonds,7206435
The Beatles,Something,7372620
The Beatles,Blackbird - Remastered 2009,8092489
The Beatles,Something - Remastered 2009,9216928
The Beatles,In My Life - Remastered 2009,8381446
The Beatles,Penny Lane,5618305
The Beatles,While My Guitar Gently Weeps,6624183
The Beatles,Let It Be - Remastered 2009,5970455
The Beatles,A Day in the Life,5830089
The Beatles,I Want to Hold Your Hand,5484599
The Beatles,Get Back,5718143
The Beatles,Strawberry Fields Forever,6146154
The Beatles,Love Me Do,5064999
The Beatles,Can't Buy Me Love,5220476
The Beatles,Twist And Shout - Remastered 2009,5085330
The Beatles,Eleanor Rigby - Remastered 2009,5632490
The Beatles,A Hard Day's Night,4966752
The Beatles,Ticket to Ride,4703273
The Beatles,Strawberry Fields Forever - Remastered 2009,6320883
The Beatles,And I Love Her - Remastered 2009,5829245
The Beatles,With a Little Help From My Friends,4786562
The Beatles,Blackbird,5286039
The Beatles,Octopus's Garden,4630174
The Beatles,Because,4597045
The Beatles,I Am the Walrus,4970339
The Beatles,Eight Days a Week,4083215
The Beatles,While My Guitar Gently Weeps - Remastered 2009,5676955
The Beatles,Across the Universe,5387520
The Beatles,Hey Jude - Remastered 2015,4142415
The Beatles,In My Life,4949625
The Beatles,She Loves You,4023518
The Beatles,"Ob-La-Di, Ob-La-Da",4121525
The Beatles,Oh! Darling,4352583
The Beatles,Lady Madonna,3886086
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,5073149
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,4003019
The Beatles,Glass Onion,3490947
The Beatles,Day Tripper,3429345
Nirvana,Smells Like Teen Spirit,40523296
Nirvana,Come as You Are,39125042
Nirvana,Lithium,24701369
Nirvana,About a Girl,22791087
Nirvana,Heart-Shaped Box,23942608
Nirvana,Dumb,20667457
Nirvana,In Bloom,17376880
Nirvana,All Apologies,16428919
Nirvana,Something in the Way,18273039
Nirvana,Rape Me,16435262
Nirvana,Polly,12465654
Nirvana,Breed,13044643
Nirvana,Drain You,13489280
Nirvana,The Man Who Sold the World,10335711
Nirvana,On a Plain,8977530
Nirvana,Territorial Pissings,8407504
Nirvana,Pennyroyal Tea,8592950
Nirvana,Lounge Act,9018680
Nirvana,Love Buzz,7838110
Nirvana,Stay Away,6412386
Nirvana,You Know You're Right,8039455
Nirvana,Serve the Servants,6506921
Nirvana,Sliver,6337255
Nirvana,Very Ape,5294469
Nirvana,Where Did You Sleep Last Night,5265690
Nirvana,Aneurysm,6346293
Nirvana,Frances Farmer Will Have Her Revenge on Seattle,5032892
Nirvana,Scentless Apprentice,4868263
Nirvana,Lake of Fire,4731279
Nirvana,Blew,5334338
Nirvana,School,4760088
Nirvana,Milk It,4309339
Nirvana,tourette's,4445978
Nirvana,the man who sold the world - live,5473940
Nirvana,Negative Creep,4112252
Nirvana,Radio Friendly Unit Shifter,3299767
Nirvana,Heart Shaped Box,3614377
Nirvana,Downer,3562543
Nirvana,Floyd the Barber,3032027
Nirvana,Plateau,2837224
Nirvana,Jesus Doesn't Want Me For A Sunbeam,2520699
Nirvana,Marigold,4053304
Nirvana,Been a Son,2729657
Nirvana,Dive,2777469
Nirvana,Paper Cuts,2368584
Nirvana,"Endless, Nameless",1846872
Nirvana,Mr. Moustache,2263831
Nirvana,Scoff,2093575
Nirvana,Swap Meet,1987268
Nirvana,Oh Me,2090845
Mac Miller,The Spins,20648368
Mac Miller,Self Care,15525479
Mac Miller,Small Worlds,12082200
Mac Miller,Come Back to Earth,12645831
Mac Miller,Knock Knock,6032176
Mac Miller,Congratulations (feat. Bilal),11563221
Mac Miller,Blue World,9951671
Mac Miller,Weekend (feat. Miguel),8535937
Mac Miller,Good News,11234840
Mac Miller,Dang! (feat. Anderson .Paak),7246363
Mac Miller,My Favorite Part,6831551
Mac Miller,Hurt Feelings,7149537
Mac Miller,What's the Use?,7038740
Mac Miller,Ladders,6875800
Mac Miller,Love Lost,6882399
Mac Miller,Nikes on My Feet,6748964
Mac Miller,Donald Trump,4136107
Mac Miller,Woods,6373438
Mac Miller,Circles,6657923
Mac Miller,Jet Fuel,5606595
Mac Miller,Wings,4994887
Mac Miller,2009,5281793
Mac Miller,Surf,4828109
Mac Miller,Objects in the Mirror,5149024
Mac Miller,Hand Me Downs,4954414
Mac Miller,Kool Aid & Frozen Pizza,3426794
Mac Miller,Cinderella (feat. Ty Dolla $ign),4098347
Mac Miller,Dunno,4201182
Mac Miller,Complicated,3842330
Mac Miller,Perfecto,3453351
Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",3113737
Mac Miller,I Can See,3105095
Mac Miller,Stay,2628399
Mac Miller,ROS,3455529
Mac Miller,Missed Calls,3312557
Mac Miller,Everybody,3316736
Mac Miller,So It Goes,3222130
Mac Miller,That's on Me,3127994
Mac Miller,5 Dollar Pony Rides,1692142
Mac Miller,Soulmate,2327875
Mac Miller,Senior Skip Day,2664576
Mac Miller,STONED,1993276
Mac Miller,Once a Day,3064371
Mac Miller,Conversation Pt. 1,2280605
Mac Miller,Skin,2068986
Mac Miller,Diablo,2645371
Mac Miller,Rain (feat. Vince Staples),1981399
Mac Miller,Hands,2126784
Mac Miller,100 Grandkids,2300764
Mac Miller,We (feat. CeeLo Green),1891455
Tate McRae,greedy,23306380
Tate McRae,Sports car,20158487
Tate McRae,you broke me first,9567734
Tate McRae,exes,12489969
Tate McRae,It's ok I'm ok,14323769
Tate McRae,Revolving door,13300522
Tate McRae,Just Keep Watching (From F1® The Movie),8730847
Tate McRae,she's all i wanna be,7191598
Tate McRae,run for the hills,9700573
Tate McRae,TIT FOR TAT,6737690
Tate McRae,that way,3611612
Tate McRae,Dear god,7001840
Tate McRae,2 hands,7299742
Tate McRae,Miss possessive,6264499
Tate McRae,I know love (feat. The Kid LAROI),4401149
Tate McRae,Purple lace bra,5846374
Tate McRae,Siren sounds (bonus),4600225
Tate McRae,bloodonmyhands (feat. Flo Milli),4698547
Tate McRae,feel like shit,3113203
Tate McRae,guilty conscience,3650849
Tate McRae,uh oh,3239582
Tate McRae,hurt my feelings,3863736
Tate McRae,One Day,1488926
Tate McRae,we're not alike,3264240
Tate McRae,Signs,3415390
Tate McRae,chaotic,2453261
Tate McRae,NOBODY'S GIRL,2082649
Tate McRae,ANYTHING BUT LOVE,2429656
Tate McRae,stupid,1669633
Tate McRae,Like I do,2768301
Tate McRae,cut my hair,2907559
Tate McRae,Means I care,2580914
Tate McRae,Greenlight,2695802
Tate McRae,think later,3090396
Tate McRae,what would you do?,2167675
Tate McRae,No I'm not in love,2695835
Tate McRae,rubberband,1772836
Tate McRae,teenage mind,1018747
Tate McRae,grave,2426583
Tate McRae,Nostalgia,2200843
Tate McRae,don't come back,1517947
Tate McRae,TRYING ON SHOES,1584586
Tate McRae,messier,2159222
Tate McRae,working,839753
Tate McRae,stay done,1683859
Tate McRae,calgary,1951844
Tate McRae,slower,1051417
Tate McRae,r u ok,994396
Tate McRae,HORSESHOE,1301643
Tate McRae,plastic palm trees,1762791
sombr,back to friends,21406620
sombr,undressed,13936836
sombr,12 to 12,7385466
sombr,would've been you,4109388
sombr,we never dated,4512389
sombr,do i ever cross your mind,3511589
sombr,i don't know you anymore,1958906
sombr,i wish i knew how to quit you,1362122
sombr,crushing,1222473
sombr,caroline,1199509
sombr,makes me want you,1199502
sombr,canal street,741615
sombr,come closer,785813
sombr,dime,599923
sombr,under the mat,712035
sombr,perfume,603877
sombr,savior,638415
sombr,never find u,529183
sombr,in your arms,609274
sombr,willow,374550
sombr,weak,403523
sombr,fine,282888
sombr,through it all,286591
sombr,ivy,318289
sombr,i'll remember tonight,334252
sombr,nothing left to say,218746
sombr,Homewrecker,185057
sombr,you're so pretty,220782
sombr,my house is warm,253014
sombr,silhouette,248866
sombr,burner phone,231066
sombr,don't let me down,190448
sombr,alibi,177244
sombr,why are we like this,171964
sombr,In this video,660
sombr,sombr - back to friends,944
sombr,All I Ever Asked (with sombr),338
sombr,back to friends (Live) | Spotify Best New Artist,170
sombr,Would’ve been you,304
sombr,sombr - back to friends (official video),1120
sombr,back to friends (slowed + reverb),346
sombr,do i ever cross your mind (official visualizer),219
sombr,back to friends (official video),188
sombr,Fake Plastic Trees (Radiohead Cover),359
sombr,sombr - undressed,734
sombr,12 to 12 (official video),148
sombr,Ribs (Lorde cover) in the Live Lounge @Lorde,81
sombr,sombr - back to friends (official audio),595
sombr,12 to 12 (Mixed),270
sombr,to 12,178
Djo,End of Beginning,31342131
Djo,Chateau (Feel Alright),6664718
Djo,Roddy,4650230
Djo,Basic Being Basic,3098328
Djo,Delete Ya,2377204
Djo,Change,2745893
Djo,Gloom,2283456
Djo,I Want Your Video,1574640
Djo,Figure You Out,1715367
Djo,Potion,1478922
Djo,Personal Lies,1473802
Djo,Charlie's Garden,1269229
Djo,Fool,1516801
Djo,Mortal Projections,1369513
Djo,Slither,1128321
Djo,Lonesome Is a State of Mind,1066982
Djo,Runner,981235
Djo,Link,933486
Djo,On and On,1095552
Djo,Half Life,1021875
Djo,Climax,779410
Djo,Tentpole Shangrila,790258
Djo,Carry The Name,475236
Djo,Keep Your Head Up,641208
Djo,Fly,674400
Djo,Egg,851981
Djo,Go for It,686930
Djo,Gap Tooth Smile,707763
Djo,Just Along for the Ride,651291
Djo,Back on You,585266
Djo,Golden Line,503810
Djo,Crux,467544
Djo,Showtime,475983
Djo,T. Rex Is Loud,301064
Djo,It's Over,333406
Djo,Flash Mountain,528251
Djo,BNBG,501880
Djo,Purgatory Silverstar,309802
Djo,Mr. Mountebank,343839
Djo,Ring,431369
Djo,Love Can't Break The Spell,267170
Djo,Total Control,396803
Djo,Uglyfisherman,199603
Djo,Mutual Future (Repeat),385534
Djo,Who You Are,230493
Djo,Try Me,211703
Djo,Gasoline - triple j Like A Version,260654
Djo,They Don't Know What's Right,169766
Djo,Listen,180498
Djo,Awake,204966
Britney Spears,Toxic,29323545
Britney Spears,Gimme More,24352714
Britney Spears,Womanizer,20909929
Britney Spears,...Baby One More Time,15864785
Britney Spears,Oops!...I Did It Again,12990658
Britney Spears,Circus,17530234
Britney Spears,If U Seek Amy,12210853
Britney Spears,I'm a Slave 4 U,9937486
Britney Spears,Piece of Me,10830400
Britney Spears,I Wanna Go,9790724
Britney Spears,Criminal,8182077
Britney Spears,Till the World Ends,10129042
Britney Spears,Break the Ice,8847275
Britney Spears,3,7905667
Britney Spears,Everytime,6031051
Britney Spears,Lucky,5100902
Britney Spears,My Only Wish (This Year),2602778
Britney Spears,Stronger,5313384
Britney Spears,Radar,7311226
Britney Spears,Hold It Against Me,10475485
Britney Spears,(You Drive Me) Crazy,3506368
Britney Spears,Work Bitch,5728161
Britney Spears,Sometimes,3568930
Britney Spears,Born to Make You Happy,2864702
Britney Spears,My Prerogative,2978499
Britney Spears,"I'm Not a Girl, Not Yet a Woman",2324052
Britney Spears,Outrageous,2713912
Britney Spears,Kill the Lights,3251702
Britney Spears,Get Naked (I Got a Plan),3682130
Britney Spears,Heaven on Earth,2896179
Britney Spears,Freakshow,3387193
Britney Spears,I Love Rock 'N' Roll,1809344
Britney Spears,Toy Soldier,3276022
Britney Spears,Shattered Glass,2894431
Britney Spears,Unusual You,3153029
Britney Spears,Overprotected,2504584
Britney Spears,Get Back,2758611
Britney Spears,Hot as Ice,3161100
Britney Spears,Out from Under,2566243
Britney Spears,Boys,1856075
Britney Spears,Breathe on Me,3288141
Britney Spears,Ooh Ooh Baby,2697408
Britney Spears,Perfect Lover,2613310
Britney Spears,Work B**ch,1710268
Britney Spears,Why Should I Be Sad,2406018
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,1561691
Britney Spears,Lace and Leather,2158606
Britney Spears,Pretty Girls,1239349
Britney Spears,Blur,1970249
Britney Spears,Inside Out,3023464
The Cure,Boys Don't Cry,25527891
The Cure,Friday I'm in Love,22029453
The Cure,Just Like Heaven,25107280
The Cure,Close to Me,10069916
The Cure,A Forest,8013242
The Cure,Lullaby,7966134
The Cure,The Lovecats,6173134
The Cure,Lovesong,6255259
The Cure,Inbetween Days,6021605
The Cure,Pictures of You,5218938
The Cure,Let's Go to Bed,5379399
The Cure,Lovesong - Remastered,7109274
The Cure,High,3557921
The Cure,Why Can't I Be You?,3605185
The Cure,A Letter to Elise,3483675
The Cure,Boys Don't Cry - Single Version,5575978
The Cure,The Walk,2704995
The Cure,Lullaby - Remastered,3463345
The Cure,Mint Car,2101668
The Cure,Fascination Street,2697498
The Cure,Pictures of you - Remastered,3215012
The Cure,Lovesong - 2010 Remaster,4404608
The Cure,Play for Today,2474874
The Cure,Love Song,2745106
The Cure,A Night Like This,2592440
The Cure,Plainsong,2191705
The Cure,In Between Days,2470477
The Cure,Jumping Someone Else's Train,1905629
The Cure,Catch,1832894
The Cure,Fire in Cairo,2140073
The Cure,One Hundred Years,2327735
The Cure,The Hanging Garden,1794418
The Cure,Killing an Arab,1712828
The Cure,Never Enough,1380856
The Cure,10:15 Saturday Night,1517228
The Cure,M,1969955
The Cure,Burn,1824632
The Cure,Cut Here,1471121
The Cure,Primary,1610210
The Cure,Closedown,1634793
The Cure,Disintegration,2008232
The Cure,To Wish Impossible Things,1560752
The Cure,The End of the World,1510907
The Cure,Prayers for Rain,1519748
The Cure,Open,1446799
The Cure,Last Dance,1490343
The Cure,From the Edge of the Deep Green Sea,1588944
The Cure,Grinding Halt,1202068
The Cure,Cold,1782626
The Cure,Wrong Number,1108747
Addison Rae,Diet Pepsi,22262201
Addison Rae,Fame Is a Gun,15783972
Addison Rae,Aquamarine,10854613
Addison Rae,Headphones On,9157210
Addison Rae,High Fashion,6704852
Addison Rae,New York,5065922
Addison Rae,Money Is Everything,4833736
Addison Rae,Times Like These,4256572
Addison Rae,Summer Forever,3473920
Addison Rae,2 Die 4 (feat. Charli XCX),2757355
Addison Rae,In the Rain,3516597
Addison Rae,Lost & Found,2269388
Addison Rae,I got it bad,2664333
Addison Rae,Nothing On (But The Radio),2122454
Addison Rae,Life's No Fun Through Clear Waters,1868313
Addison Rae,Obsessed,1364702
Addison Rae,Aquamarine / Arcamarine,1103742
Addison Rae,it could’ve been u,1005801
Addison Rae,2 die 4,45514
Addison Rae,Chords That Cry,18769
Addison Rae,U Had It Coming,24725
Addison Rae,Lucky,24101
Addison Rae,Love Hate Miss,16203
Addison Rae,Mess Over U,14580
Addison Rae,I Surrender,11038
Addison Rae,Resist Me,11351
Addison Rae,Could Have Been You,9605
Addison Rae,Pinch Me,8173
Addison Rae,Lost  Found,3261
Addison Rae,Nothing On But the Radio,11748
Addison Rae,Never Wanna See U Again,6701
Addison Rae,Mind on Me,7811
Addison Rae,it could've been u,10428
Addison Rae,Boys Are Stupid,7944
Addison Rae,Love Sick,5923
Addison Rae,Chills,7584
Addison Rae,Fame is a Gun (Official Video),1181
Addison Rae,See U Again,7004
Addison Rae,Before U,5632
Addison Rae,Could've Been You,3977
Addison Rae,Patient,2269
Addison Rae,He's Everything,5377
Addison Rae,New York (Official Lyric Video),854
Addison Rae,Tonight,5680
Addison Rae,TikTok Girl,324
Addison Rae,Mind On Me (feat. Saweetie),2534
Addison Rae,Money is Everything (Official Lyric Video),728
Addison Rae,Diet Pepsi (ANOP Remix) [Mixed],1112
Addison Rae,All In My Head,1427
Addison Rae,Addison Rae - Diet Pepsi,1253
Maroon 5,This Love,19422173
Maroon 5,She Will Be Loved,12433877
Maroon 5,Payphone,14399221
Maroon 5,Maps,15030462
Maroon 5,Sunday Morning,10928456
Maroon 5,One More Night,11262091
Maroon 5,Animals,10904898
Maroon 5,Sugar,9277973
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",6662516
Maroon 5,Harder to Breathe,6299072
Maroon 5,Misery,7187492
Maroon 5,Makes Me Wonder,6767017
Maroon 5,She Will Be Loved - Radio Mix,5353779
Maroon 5,Won't Go Home Without You,6531975
Maroon 5,Memories,5213669
Maroon 5,Wake Up Call,4551114
Maroon 5,What Lovers Do (feat. SZA),3784742
Maroon 5,Daylight,3481789
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,2805907
Maroon 5,Shiver,2458422
Maroon 5,If I Never See Your Face Again,2717117
Maroon 5,The Sun,2341105
Maroon 5,Must Get Out,2304998
Maroon 5,Secret,2249637
Maroon 5,Tangled,2100994
Maroon 5,Cold (feat. Future),3290588
Maroon 5,Love Somebody,2543962
Maroon 5,Moves Like Jagger,2899695
Maroon 5,Sweetest Goodbye,2016191
Maroon 5,Through with You,1768348
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1881015
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),2571441
Maroon 5,Nothing Lasts Forever,2295279
Maroon 5,Not Coming Home,1507919
Maroon 5,Goodnight Goodnight,1982296
Maroon 5,Never Gonna Leave This Bed,2418038
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,1469215
Maroon 5,Little of Your Time,1906267
Maroon 5,Can't Stop,1710360
Maroon 5,Lucky Strike,2046412
Maroon 5,Girls Like You,1469205
Maroon 5,Better That We Break,1506637
Maroon 5,Not Falling Apart,1418073
Maroon 5,Girls Like You (feat. Cardi B),1961520
Maroon 5,Wait,1735119
Maroon 5,Back at Your Door,1333692
Maroon 5,Kiwi,1249429
Maroon 5,Give a Little More,1588664
Maroon 5,It Was Always You,1381301
Maroon 5,Moves Like Jagger (feat. Christina Aguilera),2414199
Katy Perry,I Kissed a Girl,22215724
Katy Perry,Hot n Cold,18936332
Katy Perry,Last Friday Night (T.G.I.F.),21433083
Katy Perry,Teenage Dream,23374315
Katy Perry,Firework,18234234
Katy Perry,The One That Got Away,18480107
Katy Perry,California Gurls,12942137
Katy Perry,Dark Horse,12694745
Katy Perry,E.T.,15199339
Katy Perry,Roar,12258091
Katy Perry,Part of Me,10505267
Katy Perry,Wide Awake,9286920
Katy Perry,Waking Up in Vegas,6935357
Katy Perry,Thinking of You,8623714
Katy Perry,Unconditionally,6809094
Katy Perry,Ur So Gay,4746017
Katy Perry,Harleys in Hawaii,10384894
Katy Perry,California Gurls (feat. Snoop Dogg),5052155
Katy Perry,Peacock,5027035
Katy Perry,Birthday,4584522
Katy Perry,This Is How We Do,4492299
Katy Perry,Chained to the Rhythm,5795047
Katy Perry,Never Really Over,7772714
Katy Perry,Bon Appétit,4360411
Katy Perry,One of the Boys,3104232
Katy Perry,Swish Swish,4127844
Katy Perry,Circle the Drain,3235965
Katy Perry,Hummingbird Heartbeat,3420742
Katy Perry,If You Can Afford Me,2674939
Katy Perry,Not Like the Movies,2835768
Katy Perry,Lost,2230645
Katy Perry,Fingerprints,2197946
Katy Perry,Mannequin,2419819
Katy Perry,The One That Got Away - Acoustic,1900263
Katy Perry,Who Am I Living For?,2274762
Katy Perry,Pearl,2312030
Katy Perry,Self Inflicted,2009460
Katy Perry,I'm Still Breathing,1923480
Katy Perry,"I'M HIS, HE'S MINE (feat. Doechii)",3054209
Katy Perry,Cozy Little Christmas,1369923
Katy Perry,Legendary Lovers,3165831
Katy Perry,Daisies,4703843
Katy Perry,Walking on Air,3484094
Katy Perry,E.T. (feat. Kanye West),1755747
Katy Perry,Hot 'N Cold,2678219
Katy Perry,WOMAN’S WORLD,2957028
Katy Perry,International Smile,1885434
Katy Perry,Smile,3237420
Katy Perry,Rise,1831501
Katy Perry,California Gurls - feat. Snoop Dogg,677955
Lorde,Royals,21142878
Lorde,Ribs,33477056
Lorde,Team,20019517
Lorde,Tennis Court,14084274
Lorde,Green Light,20019901
Lorde,Buzzcut Season,17217636
Lorde,Liability,18427818
Lorde,Supercut,20952849
Lorde,Perfect Places,16037351
Lorde,400 Lux,10821774
Lorde,Glory and Gore,8392535
Lorde,The Love Club,7277964
Lorde,A World Alone,8618878
Lorde,Writer in the Dark,10979250
Lorde,The Louvre,12468692
Lorde,Homemade Dynamite,10124805
Lorde,Solar Power,10115120
Lorde,White Teeth Teens,6295241
Lorde,What Was That,10938211
Lorde,Sober,9473748
Lorde,Hard Feelings/Loveless,8914229
Lorde,Still Sane,4975673
Lorde,Sober II (Melodrama),7043129
Lorde,Stoned at the Nail Salon,6541940
Lorde,Bravado,4327576
Lorde,Liability (Reprise),4896309
Lorde,David,5824178
Lorde,Man of the Year,5704887
Lorde,Mood Ring,6644207
Lorde,The Path,5041071
Lorde,Hammer,4489623
Lorde,"Homemade Dynamite (feat. Khalid, Post Malone & SZA) - REMIX",2727841
Lorde,Shapeshifter,4639034
Lorde,Secrets from a Girl (Who's Seen It All),4797257
Lorde,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,2407696
Lorde,Million Dollar Bills,2886382
Lorde,Yellow Flicker Beat,3282343
Lorde,Current Affairs,4067711
Lorde,Favourite Daughter,3914701
Lorde,California,4093977
Lorde,Swingin Party,2235143
Lorde,Biting Down,2021155
Lorde,Big Star,3142851
Lorde,Fallen Fruit,3638686
Lorde,Broken Glass,3141201
Lorde,Clearblue,2549353
Lorde,If She Could See Me Now,2791070
Lorde,The Man with the Axe,2768967
Lorde,GRWM,2356235
Lorde,Oceanic Feeling,2610088
Kali Uchis,"After the Storm (feat. Tyler, the Creator & Bootsy Collins)",24159018
Kali Uchis,Telepatía,22518081
Kali Uchis,Moonlight,19606192
Kali Uchis,Dead to Me,16388939
Kali Uchis,Melting,12923708
Kali Uchis,I Wish You Roses,9026628
Kali Uchis,Your Teeth in My Neck,8033275
Kali Uchis,Just a Stranger (feat. Steve Lacy),7615170
Kali Uchis,Igual Que Un Ángel (with Peso Pluma),6518414
Kali Uchis,Fantasy (feat. Don Toliver),4142627
Kali Uchis,fue mejor (feat. SZA),4868385
Kali Uchis,Tyrant (feat. Jorja Smith),4208630
Kali Uchis,Hasta Cuando,4894526
Kali Uchis,Loner,3024829
Kali Uchis,Love Between...,2698267
Kali Uchis,Flight 22,2823499
Kali Uchis,Endlessly,3464625
Kali Uchis,Never Be Yours,2403698
Kali Uchis,Worth The Wait (feat. Omar Apollo),2600044
Kali Uchis,Sunshine & Rain...,2859510
Kali Uchis,Lottery,2350699
Kali Uchis,angel,2989749
Kali Uchis,Gotta Get Up - Interlude,2252913
Kali Uchis,Muñekita (with El Alfa & JT),3380715
Kali Uchis,Moral Conscience,2735063
Kali Uchis,Tomorrow,2463195
Kali Uchis,All Mine,2504763
Kali Uchis,Labios Mordidos (with KAROL G),2936510
Kali Uchis,In My Dreams,2276631
Kali Uchis,fue mejor,2611305
Kali Uchis,Miami (feat. BIA),2418573
Kali Uchis,Sugar! Honey! Love!,2046800
Kali Uchis,quiero sentirme bien,2643800
Kali Uchis,¿Cómo así?,2663615
Kali Uchis,Body Language - Intro,1938245
Kali Uchis,All I Can Say,1838966
Kali Uchis,Te Mata,2800465
Kali Uchis,Killer,1893243
Kali Uchis,Pensamientos Intrusivos,2639074
Kali Uchis,For: You,1817093
Kali Uchis,no eres tu(soy yo),2372032
Kali Uchis,Heaven is a Home…,1804461
Kali Uchis,la luna enamorada,2159776
Kali Uchis,It's Just Us,2022256
Kali Uchis,Como Te Quiero Yo,2003631
Kali Uchis,Feel Like a Fool,1977857
Kali Uchis,Only Girl,1563022
Kali Uchis,//aguardiente y limón %ᵕ‿‿ᵕ%,2411435
Kali Uchis,Nuestro Planeta (feat. Reykon),2048590
Kali Uchis,Blue,2171671
beabadoobee,the perfect pair,28491454
beabadoobee,Glue Song,19114210
beabadoobee,the way things go,13640534
beabadoobee,Glue Song (feat. Clairo),9919464
beabadoobee,Apple Cider,12546694
beabadoobee,A Night To Remember,11081777
beabadoobee,real man,10762765
beabadoobee,Tired,9011408
beabadoobee,Beaches,11043138
beabadoobee,take a bite,11133723
beabadoobee,Coffee,6295066
beabadoobee,Cologne,10845572
beabadoobee,Sunny day,6785750
beabadoobee,If You Want To,5917334
beabadoobee,Talk,8967661
beabadoobee,The Moon Song,4235098
beabadoobee,You’re here that’s the thing,6070132
beabadoobee,Lovesong,5525070
beabadoobee,Coming Home,4657788
beabadoobee,She Plays Bass,3548259
beabadoobee,10:36,5686258
beabadoobee,California,4452474
beabadoobee,Dance With Me,3488976
beabadoobee,See you Soon,4041142
beabadoobee,Ripples,4432815
beabadoobee,ever seen,3543917
beabadoobee,1999,2582753
beabadoobee,One Time,2621320
beabadoobee,Soren,2898635
beabadoobee,broken cd,2234679
beabadoobee,Care,2385089
beabadoobee,tinkerbell is overrated feat. PinkPantheress,1796734
beabadoobee,Pictures of Us,2267777
beabadoobee,Last Day on Earth,2029054
beabadoobee,tie my shoes,1762790
beabadoobee,Don’t get the deal,2335702
beabadoobee,Beatopia Cultsong,1235526
beabadoobee,this is how it went,2260969
beabadoobee,Girl Song,1806947
beabadoobee,Worth It,2014045
beabadoobee,everything i want,1612282
beabadoobee,A CRUEL AFFAIR,1536832
beabadoobee,fairy song,1707772
beabadoobee,Disappear,1564502
beabadoobee,How Was Your Day?,1864415
beabadoobee,He Gets Me So High,2271168
beabadoobee,I Wish I Was Stephen Malkmus,1877339
beabadoobee,post,1545758
beabadoobee,the man who left too soon,1413883
beabadoobee,Everest,1408324
Mac DeMarco,Chamber of Reflection,26488711
Mac DeMarco,My Kind of Woman,27170050
Mac DeMarco,For the First Time,24763475
Mac DeMarco,Heart to Heart,22496954
Mac DeMarco,Freaking Out the Neighborhood,14967868
Mac DeMarco,Moonlight on the River,14373310
Mac DeMarco,Still Beating,10196349
Mac DeMarco,No Other Heart,11078293
Mac DeMarco,Watching Him Fade Away,10513947
Mac DeMarco,Salad Days,7500386
Mac DeMarco,20191009 I Like Her,7904569
Mac DeMarco,Another One,6605768
Mac DeMarco,One More Love Song,7506053
Mac DeMarco,On the Level,6368801
Mac DeMarco,Blue Boy,4961790
Mac DeMarco,Ode to Viceroy,5268690
Mac DeMarco,Preoccupied,4070453
Mac DeMarco,This Old Dog,4262048
Mac DeMarco,Passing Out Pieces,3361407
Mac DeMarco,Let Her Go,2941871
Mac DeMarco,Treat Her Better,2765261
Mac DeMarco,Cooking Up Something Good,2967273
Mac DeMarco,Dreaming,2567057
Mac DeMarco,Brother,2637365
Mac DeMarco,A Heart Like Hers,2252980
Mac DeMarco,The Stars Keep on Calling My Name,2429256
Mac DeMarco,Let My Baby Stay,2465864
Mac DeMarco,My Old Man,2159936
Mac DeMarco,Finally Alone,1939937
Mac DeMarco,Goodbye Weekend,2352130
Mac DeMarco,One Another,2069610
Mac DeMarco,The Way You'd Love Her,1902938
Mac DeMarco,20190724,1750778
Mac DeMarco,Nobody,1746127
Mac DeMarco,Another (Demo) One #2,2033718
Mac DeMarco,20201203,1746286
Mac DeMarco,Go Easy,1729485
Mac DeMarco,Annie,1769946
Mac DeMarco,Dreams From Yesterday,1631582
Mac DeMarco,Without Me,1602995
Mac DeMarco,On the Square,1378430
Mac DeMarco,Baby You're Out,1603145
Mac DeMarco,Still Together,1463831
Mac DeMarco,Robson Girl,1658218
Mac DeMarco,Jonny's Odyssey,1265566
Mac DeMarco,A Wolf Who Wears Sheeps Clothes,1311546
Mac DeMarco,Boe Zaah,1197506
Mac DeMarco,Sister,1149705
Mac DeMarco,Sherrill,1151151
Mac DeMarco,She's Really All I Need,1117846
My Chemical Romance,Teenagers,26203398
