artist,track,playcount
The Weeknd,Blinding Lights,37539630
The Weeknd,Starboy,32347688
The Weeknd,The Hills,26638531
The Weeknd,Die for You,32637405
The Weeknd,Can't Feel My Face,18089620
The Weeknd,Save Your Tears,26535132
The Weeknd,Stargirl Interlude,36106638
The Weeknd,Call Out My Name,20362852
The Weeknd,I Feel It Coming,15326401
The Weeknd,"One of the Girls (with JENNIE, Lily Rose Depp)",26074830
The Weeknd,Heartless,19693537
The Weeknd,Often,13640693
The Weeknd,Is There Someone Else?,20436770
The Weeknd,After Hours,19103956
The Weeknd,Reminder,15926149
The Weeknd,Party Monster,13279623
The Weeknd,In Your Eyes,13202390
The Weeknd,Timeless (Feat Playboi Carti),12544862
The Weeknd,Earned It (Fifty Shades of Grey),8741063
The Weeknd,Out of Time,15871031
The Weeknd,Wicked Games,11319103
The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,6563071
The Weeknd,House of Balloons / Glass Table Girls,11918500
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),11619053
The Weeknd,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),8179178
The Weeknd,The Morning,10822995
The Weeknd,Take My Breath,10710032
The Weeknd,Sacrifice,10747377
The Weeknd,Die for You - Remix,7221497
The Weeknd,Die for You (with Ariana Grande) - Remix,5778733
The Weeknd,Coming Down,10586261
The Weeknd,High for This,6885743
The Weeknd,In the Night,7759223
The Weeknd,Timeless (with Playboi Carti),11757502
The Weeknd,São Paulo (feat. Anitta),11939500
The Weeknd,"Earned It (Fifty Shades of Grey) - From the ""Fifty Shades of Grey"" Soundtrack",4409578
The Weeknd,What You Need,7645917
The Weeknd,Pray For Me,5536713
The Weeknd,Less Than Zero,12283234
The Weeknd,Sidewalks,7326117
The Weeknd,The Party & the After Party,8324057
The Weeknd,Acquainted,6652368
The Weeknd,Gasoline,8187239
The Weeknd,Pray for Me (with Kendrick Lamar),5581305
The Weeknd,Cry For Me,7475883
The Weeknd,False Alarm,5722544
The Weeknd,Alone Again,7166457
The Weeknd,How Do I Make You Love Me?,7544828
The Weeknd,Secrets,6237692
The Weeknd,Hardest to Love,7054071
Kendrick Lamar,HUMBLE.,30338072
Kendrick Lamar,Money Trees,33839099
Kendrick Lamar,Not Like Us,29036336
Kendrick Lamar,All the Stars (with SZA),26468175
Kendrick Lamar,Alright,30366032
Kendrick Lamar,PRIDE.,31931958
Kendrick Lamar,DNA.,23869175
Kendrick Lamar,LOVE. FEAT. ZACARI.,24638111
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",18190651
Kendrick Lamar,luther (with SZA),26232689
Kendrick Lamar,Swimming Pools (Drank),13921292
Kendrick Lamar,King Kunta,19019742
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,15098854
Kendrick Lamar,N95,19537339
Kendrick Lamar,tv off (feat. Lefty Gunplay),16205287
Kendrick Lamar,United in Grief,13910063
Kendrick Lamar,m.A.A.d city,14426485
Kendrick Lamar,Poetic Justice,12467452
Kendrick Lamar,Backseat Freestyle,13428813
Kendrick Lamar,squabble up,14144291
Kendrick Lamar,A.D.H.D,12827868
Kendrick Lamar,Wesley's Theory,14655285
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,10642256
Kendrick Lamar,euphoria,15034531
Kendrick Lamar,i,11876337
Kendrick Lamar,ELEMENT.,12094654
Kendrick Lamar,Die Hard,15309745
Kendrick Lamar,DUCKWORTH.,13328065
Kendrick Lamar,Count Me Out,14956659
Kendrick Lamar,These Walls,9584907
Kendrick Lamar,Rich Spirit,11185355
Kendrick Lamar,Father Time (feat. Sampha),12146577
Kendrick Lamar,FEEL.,9361368
Kendrick Lamar,"All The Stars (with SZA) - From ""Black Panther: The Album""",5219375
Kendrick Lamar,YAH.,8229082
Kendrick Lamar,"Sing About Me, I'm Dying of Thirst",10434332
Kendrick Lamar,good kid,7405621
Kendrick Lamar,The Art of Peer Pressure,7269092
Kendrick Lamar,wacced out murals,6551295
Kendrick Lamar,XXX. FEAT. U2.,9763244
Kendrick Lamar,u,7326834
Kendrick Lamar,BLOOD.,5537630
Kendrick Lamar,heart pt. 6,7331473
Kendrick Lamar,Institutionalized,5922209
Kendrick Lamar,LUST.,6352609
Kendrick Lamar,FEAR.,7081473
Kendrick Lamar,peekaboo (feat. AzChike),7209340
Kendrick Lamar,The Blacker the Berry,6906789
Kendrick Lamar,man at the garden,5134263
Kendrick Lamar,reincarnated,7150699
Radiohead,Creep,57414024
Radiohead,No Surprises,52880951
Radiohead,Karma Police,41420109
Radiohead,High and Dry,28024715
Radiohead,Paranoid Android,27018609
Radiohead,Let Down,37677847
Radiohead,All I Need,39169111
Radiohead,Fake Plastic Trees,31815335
Radiohead,Exit Music (for a Film),29647199
Radiohead,Jigsaw Falling Into Place,39265348
Radiohead,Just,25185800
Radiohead,Everything in Its Right Place,21717451
Radiohead,Nude,28595175
Radiohead,Airbag,14296823
Radiohead,How to Disappear Completely,21640669
Radiohead,15 Step,19644191
Radiohead,Subterranean Homesick Alien,14461463
Radiohead,House of Cards,17909362
Radiohead,Bodysnatchers,18688600
Radiohead,Reckoner,19853028
Radiohead,Lucky,13547624
Radiohead,Street Spirit (Fade Out),14900205
Radiohead,Black Star,16154555
Radiohead,My Iron Lung,13746398
Radiohead,Idioteque,15271657
Radiohead,Climbing Up the Walls,11677590
Radiohead,Faust Arp,13912391
Radiohead,Videotape,14030919
Radiohead,Electioneering,9849756
Radiohead,The Bends,11222090
Radiohead,Motion Picture Soundtrack,13698777
Radiohead,The Tourist,9426842
Radiohead,The National Anthem,10778423
Radiohead,Pyramid Song,11589312
Radiohead,Fitter Happier,7645107
Radiohead,Optimistic,9799420
Radiohead,Planet Telex,9083791
Radiohead,Kid A,9508930
Radiohead,Knives Out,10341583
Radiohead,Treefingers,7555117
Radiohead,Bones,7359800
Radiohead,(Nice Dream),9386143
Radiohead,You,7094997
Radiohead,I Might Be Wrong,8317946
Radiohead,In Limbo,7440342
Radiohead,Morning Bell,7349613
Radiohead,Weird Fishes/ Arpeggi,15830596
Radiohead,Sulk,5902739
Radiohead,You and Whose Army?,8023633
Radiohead,Weird Fishes / Arpeggi,9829901
Taylor Swift,Blank Space,27401766
Taylor Swift,Cruel Summer,48176598
Taylor Swift,Shake It Off,18413054
Taylor Swift,Style,32600701
Taylor Swift,cardigan,43926886
Taylor Swift,Love Story,14122623
Taylor Swift,You Belong with Me,13399489
Taylor Swift,august,42011374
Taylor Swift,Anti-Hero,33972542
Taylor Swift,Lover,26953916
Taylor Swift,Don’t Blame Me,26199700
Taylor Swift,Look What You Made Me Do,22796044
Taylor Swift,Wildest Dreams,15235639
Taylor Swift,We Are Never Ever Getting Back Together,11484938
Taylor Swift,I Knew You Were Trouble.,10494339
Taylor Swift,Bad Blood,13954305
Taylor Swift,Wildest Dreams (Taylor's Version),23455292
Taylor Swift,Delicate,25882866
Taylor Swift,You Belong with Me (Taylor’s Version),18066721
Taylor Swift,exile (feat. Bon Iver),25510157
Taylor Swift,Karma,27659844
Taylor Swift,Love Story (Taylor’s Version),15709709
Taylor Swift,Lavender Haze,27421723
Taylor Swift,Fortnight (feat. Post Malone),23466867
Taylor Swift,my tears ricochet,29721501
Taylor Swift,...Ready for It?,21254592
Taylor Swift,Enchanted,16034446
Taylor Swift,the 1,27023609
Taylor Swift,Getaway Car,25807713
Taylor Swift,mirrorball,26854169
Taylor Swift,The Man,18199136
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From the Vault),28315116
Taylor Swift,The Fate of Ophelia,21365401
Taylor Swift,"You're on Your Own, Kid",31154364
Taylor Swift,this is me trying,27983576
Taylor Swift,Midnight Rain,24955460
Taylor Swift,willow,19624424
Taylor Swift,Paper Rings,17315405
Taylor Swift,Our Song,10483599
Taylor Swift,You Need to Calm Down,15011072
Taylor Swift,22,7963429
Taylor Swift,Snow on the Beach (feat. Lana Del Rey),16585891
Taylor Swift,Bejeweled,23968003
Taylor Swift,illicit affairs,24793781
Taylor Swift,champagne problems,25015214
Taylor Swift,Maroon,26821666
Taylor Swift,invisible string,19569938
Taylor Swift,I Knew You Were Trouble (Taylor's Version),11219598
Taylor Swift,seven,22046612
Taylor Swift,I Did Something Bad,17097774
Kanye West,Stronger,27200146
Kanye West,Heartless,33069340
Kanye West,Flashing Lights,35095677
Kanye West,I Wonder,31024592
Kanye West,Can't Tell Me Nothing,18850861
Kanye West,Bound 2,29332247
Kanye West,Gold Digger,16578583
Kanye West,All of the Lights,21028819
Kanye West,POWER,20837211
Kanye West,Father Stretch My Hands Pt. 1,34869633
Kanye West,Runaway,24788508
Kanye West,All Falls Down,20716223
Kanye West,Homecoming,19684660
Kanye West,Devil in a New Dress,24573853
Kanye West,Champion,15057863
Kanye West,Through the Wire,14971696
Kanye West,Love Lockdown,10742302
Kanye West,Dark Fantasy,14047788
Kanye West,Violent Crimes,23406103
Kanye West,Black Skinhead,16718677
Kanye West,Jesus Walks,11548955
Kanye West,Ghost Town,26369132
Kanye West,Touch the Sky,13522921
Kanye West,Everything I Am,13185739
Kanye West,Monster,11174796
Kanye West,Good Life,11327225
Kanye West,Good Morning,11928226
Kanye West,On Sight,13464864
Kanye West,Famous,14568879
Kanye West,All Mine,11542695
Kanye West,Praise God,12631075
Kanye West,Follow God,12613633
Kanye West,Hell of a Life,8527089
Kanye West,Hurricane,13831193
Kanye West,The Glory,6552579
Kanye West,No More Parties in LA,14973643
Kanye West,All of the Lights (Interlude),6933499
Kanye West,Gorgeous,10449348
Kanye West,Moon,14248693
Kanye West,Waves,12031966
Kanye West,New Slaves,10882381
Kanye West,Ultralight Beam,10693049
Kanye West,We Don't Care,7787408
Kanye West,Street Lights,8696412
Kanye West,Off the Grid,14926734
Kanye West,Big Brother,5289419
Kanye West,Hold My Liquor,9865917
Kanye West,Blood on the Leaves,8577927
Kanye West,Wolves,8520415
Kanye West,Family Business,7370880
Drake,One Dance,21516801
Drake,Best I Ever Had,12105559
Drake,Passionfruit,26845609
Drake,God's Plan,14198223
Drake,Hotline Bling,12015944
Drake,Forever,6527635
Drake,"Hold On, We're Going Home",14417524
Drake,Headlines,14675106
Drake,Jimmy Cooks (feat. 21 Savage),17110114
Drake,Over,6489673
Drake,Take Care,7848257
Drake,Rich Flex,11844580
Drake,Nice for What,11719725
Drake,Fair Trade (with Travis Scott),13383461
Drake,Teenage Fever,12458405
Drake,Marvins Room,9989125
Drake,Nonstop,8321954
Drake,IDGAF (feat. Yeat),10750177
Drake,In My Feelings,6470422
Drake,Yebba’s Heartbreak,10712097
Drake,Started from the Bottom,5659488
Drake,Laugh Now Cry Later (feat. Lil Durk),8353289
Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),7861673
Drake,The Motto,5694692
Drake,NOKIA,10134706
Drake,Too Good,6528992
Drake,Knife Talk (with 21 Savage ft. Project Pat),9646479
Drake,Summers Over Interlude,8494728
Drake,Feel No Ways,11185227
Drake,First Person Shooter (feat. J. Cole),7758685
Drake,Fake Love,5791212
Drake,Chicago Freestyle (feat. Giveon),9779894
Drake,Way 2 Sexy (with Future & Young Thug),6899977
Drake,Crew Love,6456889
Drake,Wants and Needs (feat. Lil Baby),9831995
Drake,Energy,5337633
Drake,Toosie Slide,5887102
Drake,Controlla,5545923
Drake,Jungle,9131063
Drake,Spin Bout U,8450735
Drake,Not You Too (feat. Chris Brown),9435602
Drake,Jumpman,4828337
Drake,Trust Issues,7229482
Drake,Find Your Love,5335066
Drake,Champagne Poetry,5899330
Drake,Money In The Grave (Drake ft. Rick Ross),5591647
Drake,From Time,6038580
Drake,Practice,5846782
Drake,Know Yourself,4898628
Drake,Girls Want Girls (with Lil Baby),5427233
Lady Gaga,Poker Face,40415492
Lady Gaga,Bad Romance,37713777
Lady Gaga,Paparazzi,31162050
Lady Gaga,Just Dance,27139307
Lady Gaga,LoveGame,21549358
Lady Gaga,Alejandro,24649627
Lady Gaga,Judas,32634117
Lady Gaga,Telephone,21327772
Lady Gaga,Die with a Smile,29917521
Lady Gaga,Born This Way,22203876
Lady Gaga,Applause,20402866
Lady Gaga,Monster,15130302
Lady Gaga,Bloody Mary,15497610
Lady Gaga,Abracadabra,24826378
Lady Gaga,The Edge of Glory,10871009
Lady Gaga,Rain on Me (with Ariana Grande),17607871
Lady Gaga,Summerboy,8464242
Lady Gaga,Shallow,8586085
Lady Gaga,Money Honey,6824410
Lady Gaga,Government Hooker,11385038
Lady Gaga,The Fame,6734858
Lady Gaga,"Beautiful, Dirty, Rich",6799589
Lady Gaga,Boys Boys Boys,6592694
Lady Gaga,Disease,17049845
Lady Gaga,"Eh, Eh (Nothing Else I Can Say)",6401054
Lady Gaga,So Happy I Could Die,8983067
Lady Gaga,Dance in the Dark,10042951
Lady Gaga,Marry the Night,10474231
Lady Gaga,I Like It Rough,6112751
Lady Gaga,Speechless,7991814
Lady Gaga,G.U.Y.,10782352
Lady Gaga,Heavy Metal Lover,10731055
Lady Gaga,Million Reasons,6586002
Lady Gaga,Always Remember Us This Way,6654684
Lady Gaga,Teeth,6192736
Lady Gaga,Sour Candy (with BLACKPINK),11965710
Lady Gaga,Brown Eyes,4610990
Lady Gaga,Garden of Eden,10335674
Lady Gaga,Americano,6959764
Lady Gaga,Paper Gangsta,4878383
Lady Gaga,Stupid Love,10064842
Lady Gaga,ScheiBe,6422913
Lady Gaga,Venus,8184223
Lady Gaga,Vanish Into You,8989945
Lady Gaga,911,9878647
Lady Gaga,How Bad Do U Want Me,7662279
Lady Gaga,Starstruck,3901207
Lady Gaga,Perfect Illusion,6239103
Lady Gaga,Hair,6363363
Lady Gaga,Zombieboy,7275835
Rihanna,Don't Stop the Music,18609326
Rihanna,Only Girl (In the World),23771965
Rihanna,Umbrella,16721818
Rihanna,S&M,21664499
Rihanna,Disturbia,17771571
Rihanna,We Found Love,16034678
Rihanna,Rude Boy,13818884
Rihanna,Diamonds,15698321
Rihanna,Shut Up and Drive,12257748
Rihanna,Where Have You Been,14038546
Rihanna,Love on the Brain,17602481
Rihanna,Pon de Replay,8815478
Rihanna,Needed Me,16199376
Rihanna,Breakin' Dishes,14786670
Rihanna,SOS,9269843
Rihanna,Work,9924917
Rihanna,Stay,9408081
Rihanna,Take a Bow,7603762
Rihanna,FourFiveSeconds,7321186
Rihanna,Bitch Better Have My Money,8644247
Rihanna,Unfaithful,5955697
Rihanna,Kiss It Better,14240654
Rihanna,What's My Name?,6441895
Rihanna,Man Down,7610000
Rihanna,You da One,7064539
Rihanna,Rehab,5801428
Rihanna,Russian Roulette,6179729
Rihanna,Pour It Up,6685180
Rihanna,Consideration,9133238
Rihanna,Woo,7015197
Rihanna,Te Amo,5938609
Rihanna,Loveeeeeee Song,7205505
Rihanna,Desperado,6052498
Rihanna,James Joint,6875275
Rihanna,California King Bed,5578653
Rihanna,Sex With Me,5613573
Rihanna,Hate That I Love You,3042699
Rihanna,Same Ol’ Mistakes,5200865
Rihanna,"Yeah, I Said It",3960682
Rihanna,Cheers (Drink to That),3759932
Rihanna,Talk That Talk,3109937
Rihanna,Birthday Cake,3724424
Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,2862910
Rihanna,Higher,3934393
Rihanna,Nobody's Business,3301505
Rihanna,Skin,3038781
Rihanna,If It's Lovin' That You Want,2296485
Rihanna,We Ride,1733683
Rihanna,Push Up on Me,1848789
Rihanna,Good Girl Gone Bad,2279781
"Tyler, The Creator",See You Again (feat. Kali Uchis),54821311
"Tyler, The Creator",EARFQUAKE,38113008
"Tyler, The Creator",ARE WE STILL FRIENDS?,30587447
"Tyler, The Creator",NEW MAGIC WAND,31154864
"Tyler, The Creator",BEST INTEREST,23908753
"Tyler, The Creator",Like Him (feat. Lola Young),20814325
"Tyler, The Creator","GONE, GONE / THANK YOU",21660522
"Tyler, The Creator",I THINK,21310633
"Tyler, The Creator",RUNNING OUT OF TIME,17455250
"Tyler, The Creator",She,25292387
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),20724353
"Tyler, The Creator","STICKY (feat. GloRilla, Sexyy Red & Lil Wayne)",14903332
"Tyler, The Creator",Sugar On My Tongue,11078234
"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),15276584
"Tyler, The Creator",A BOY IS A GUN*,15174052
"Tyler, The Creator",ST. CHROMA (feat. Daniel Caesar),13701934
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),15866235
"Tyler, The Creator",Rah Tah Tah,11114411
"Tyler, The Creator",NOID,10247276
"Tyler, The Creator",IGOR'S THEME,12961415
"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),11434354
"Tyler, The Creator",PUPPET,13291237
"Tyler, The Creator",Yonkers,8954339
"Tyler, The Creator","Darling, I (feat. Teezo Touchdown)",10367573
"Tyler, The Creator",Balloon (feat. Doechii),10299658
"Tyler, The Creator",LUMBERJACK,11296271
"Tyler, The Creator",Glitter,9870140
"Tyler, The Creator",Answer,11367492
"Tyler, The Creator",IFHY (feat. Pharrell),12856526
"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),11183180
"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),9654300
"Tyler, The Creator",WHAT'S GOOD,10490259
"Tyler, The Creator",DOGTOOTH,11186422
"Tyler, The Creator",CORSO,10866544
"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,9223979
"Tyler, The Creator",Hey Jane,5261773
"Tyler, The Creator",I Killed You,5551171
"Tyler, The Creator",Potato Salad,9591542
"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),7644664
"Tyler, The Creator",Judge Judy,6000335
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),9708074
"Tyler, The Creator",Ring Ring Ring,6898800
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),7224125
"Tyler, The Creator",Thought I Was Dead (feat. ScHoolboy Q & Santigold),8463160
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),8292066
"Tyler, The Creator",TOMORROW,5020886
"Tyler, The Creator",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),5744305
"Tyler, The Creator",MASSA,6735284
"Tyler, The Creator",Garden Shed (feat. Estelle),6538894
"Tyler, The Creator",November,6517792
Ariana Grande,7 rings,27857900
Ariana Grande,Into You,25278253
Ariana Grande,One Last Time,17727000
Ariana Grande,"thank u, next",20960727
Ariana Grande,Santa Tell Me,10373101
Ariana Grande,Dangerous Woman,16698107
Ariana Grande,Love Me Harder,15107700
Ariana Grande,we can't be friends (wait for your love),33522132
Ariana Grande,Side to Side,12604584
Ariana Grande,Break Free,11904817
Ariana Grande,Problem,9841582
Ariana Grande,no tears left to cry,20002556
Ariana Grande,positions,16218118
Ariana Grande,God is a woman,18090966
Ariana Grande,"break up with your girlfriend, i'm bored",16167770
Ariana Grande,"yes, and?",25284963
Ariana Grande,34+35,11308484
Ariana Grande,the boy is mine,24461116
Ariana Grande,needy,14580487
Ariana Grande,bloodline,13560943
Ariana Grande,boyfriend (with Social House),11115078
Ariana Grande,motive (with Doja Cat),10879213
Ariana Grande,The Way,7605830
Ariana Grande,intro (end of the world),18305793
Ariana Grande,pov,11237176
Ariana Grande,supernatural,17087210
Ariana Grande,bye,16018184
Ariana Grande,Greedy,9705183
Ariana Grande,Let Me Love You,8090372
Ariana Grande,breathin,11063920
Ariana Grande,everytime,14255707
Ariana Grande,Everyday,8532518
Ariana Grande,Stuck with U (with Justin Bieber),7192351
Ariana Grande,eternal sunshine,16715000
Ariana Grande,imagine,9660753
Ariana Grande,in my head,10567667
Ariana Grande,ghostin,11017647
Ariana Grande,goodnight n go,10772440
Ariana Grande,don't wanna break up again,13075731
Ariana Grande,bad idea,9095047
Ariana Grande,sweetener,7263940
Ariana Grande,NASA,8606898
Ariana Grande,i wish i hated you,9755546
Ariana Grande,nasty,8965363
Ariana Grande,true story,11575004
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),5196552
Ariana Grande,imperfect for you,10317377
Ariana Grande,twilight zone,10164217
Ariana Grande,R.E.M,7690419
Ariana Grande,Be Alright,6367932
Sabrina Carpenter,Espresso,53168167
Sabrina Carpenter,Please Please Please,34814944
Sabrina Carpenter,Taste,29908039
Sabrina Carpenter,Nonsense,28245389
Sabrina Carpenter,Feather,27196687
Sabrina Carpenter,Bed Chem,24801601
Sabrina Carpenter,Manchild,20584435
Sabrina Carpenter,Juno,24164694
Sabrina Carpenter,Tears,13343720
Sabrina Carpenter,Good Graces,17410801
Sabrina Carpenter,because i liked a boy,14596335
Sabrina Carpenter,Busy Woman,14462101
Sabrina Carpenter,When Did You Get Hot?,10550116
Sabrina Carpenter,Don’t Smile,13785413
Sabrina Carpenter,Coincidence,10711231
Sabrina Carpenter,Sharpest Tool,10822798
Sabrina Carpenter,Read your Mind,11889432
Sabrina Carpenter,House Tour,9866808
Sabrina Carpenter,Nobody’s Son,9659793
Sabrina Carpenter,Looking at Me,5431909
Sabrina Carpenter,Slim Pickins,8348799
Sabrina Carpenter,Dumb & Poetic,8020855
Sabrina Carpenter,emails i can’t send,9506458
Sabrina Carpenter,A Nonsense Christmas,4112906
Sabrina Carpenter,My Man on Willpower,7914089
Sabrina Carpenter,Lie to Girls,7514458
Sabrina Carpenter,15 Minutes,8408650
Sabrina Carpenter,Sugar Talking,7113253
Sabrina Carpenter,Vicious,8946858
Sabrina Carpenter,Go Go Juice,6955691
Sabrina Carpenter,Fast Times,7858439
Sabrina Carpenter,Never Getting Laid,5906651
Sabrina Carpenter,We Almost Broke Up Again Last Night,5824015
Sabrina Carpenter,Goodbye,5726958
Sabrina Carpenter,Sue Me,4522880
Sabrina Carpenter,Don’t Worry I’ll Make You Worry,5124517
Sabrina Carpenter,Tornado Warnings,7378454
Sabrina Carpenter,Already Over,6588729
Sabrina Carpenter,Thumbs,3095734
Sabrina Carpenter,opposite,6475416
Sabrina Carpenter,bet u wanna,5365768
Sabrina Carpenter,Couldn’t Make It Any Harder,3966888
Sabrina Carpenter,Bad Reviews,3456398
Sabrina Carpenter,skinny dipping,4780609
Sabrina Carpenter,Skin,2952698
Sabrina Carpenter,decode,5214614
Sabrina Carpenter,Bad for Business,4083405
Sabrina Carpenter,things i wish you said,4112305
Sabrina Carpenter,how many things,3723829
Sabrina Carpenter,santa doesn’t know you like i do,3148140
Billie Eilish,BIRDS OF A FEATHER,53158998
Billie Eilish,bad guy,19907868
Billie Eilish,when the party's over,21520691
Billie Eilish,WILDFLOWER,33842712
Billie Eilish,LUNCH,26737295
Billie Eilish,Happier Than Ever,28130548
Billie Eilish,CHIHIRO,30335894
Billie Eilish,ocean eyes,17648636
Billie Eilish,lovely (with Khalid),17592436
Billie Eilish,everything i wanted,20986853
Billie Eilish,"What Was I Made For? [From the Motion Picture ""Barbie""]",19822312
Billie Eilish,i love you,18206896
Billie Eilish,idontwannabeyouanymore,14626861
Billie Eilish,bellyache,13684535
Billie Eilish,TV,17848840
Billie Eilish,you should see me in a crown,12191590
Billie Eilish,bury a friend,12592483
Billie Eilish,wish you were gay,11680209
Billie Eilish,Bored,11744022
Billie Eilish,all the good girls go to hell,10166669
Billie Eilish,THE GREATEST,17325737
Billie Eilish,Billie Bossa Nova,14723554
Billie Eilish,Therefore I Am,10934698
Billie Eilish,SKINNY,13964568
Billie Eilish,L’AMOUR DE MA VIE,15971064
Billie Eilish,listen before i go,12681612
Billie Eilish,my strange addiction,9964647
Billie Eilish,BLUE,14582040
Billie Eilish,hotline (edit),9372695
Billie Eilish,My Future,12007089
Billie Eilish,watch,10757259
Billie Eilish,THE DINER,13103179
Billie Eilish,ilomilo,10822015
Billie Eilish,Halley's Comet,13197988
Billie Eilish,No Time to Die,9228887
Billie Eilish,xanny,8890582
Billie Eilish,I Didn't Change My Number,10138179
Billie Eilish,NDA,11743639
Billie Eilish,Getting Older,9928547
Billie Eilish,BITTERSUITE,11251106
Billie Eilish,my boy,7655087
Billie Eilish,Your Power,10181078
Billie Eilish,COPYCAT,6877125
Billie Eilish,Lost Cause,9327595
Billie Eilish,bitches broken hearts,8708043
Billie Eilish,Oxytocin,9236404
Billie Eilish,hostage,7294101
Billie Eilish,goodbye,6097999
Billie Eilish,Male Fantasy,9598920
Billie Eilish,8,6042737
PinkPantheress,Pain,34293191
PinkPantheress,Boy's a liar Pt. 2,21942807
PinkPantheress,I Must Apologise,15174199
PinkPantheress,Break It Off - Bonus,10810737
PinkPantheress,Attracted to You,16824662
PinkPantheress,Illegal,10641689
PinkPantheress,Just for Me,10062118
PinkPantheress,Boy's a liar,6472049
PinkPantheress,Tonight,10680962
PinkPantheress,Passion,8585796
PinkPantheress,Stateside + Zara Larsson,7363914
PinkPantheress,Mosquito,8182314
PinkPantheress,Stateside,8510590
PinkPantheress,Take me home,5332909
PinkPantheress,All My Friends Know,4841418
PinkPantheress,Girl Like Me,5846137
PinkPantheress,Picture In My Mind,4238621
PinkPantheress,Break It Off,5306862
PinkPantheress,The aisle,4446755
PinkPantheress,Last Valentines,4207609
PinkPantheress,Turn it up,3998830
PinkPantheress,Stars,4409288
PinkPantheress,Nice to meet you (feat. Central Cee),4228876
PinkPantheress,Noticed I Cried,3528608
PinkPantheress,Capable of love,5257255
PinkPantheress,Another life (feat. Rema),4159804
PinkPantheress,Do you miss me?,3578901
PinkPantheress,Romeo,3596460
PinkPantheress,True romance,3864734
PinkPantheress,Angel (From Barbie the Album),3488184
PinkPantheress,Reason,3177740
PinkPantheress,Noises,2979551
PinkPantheress,Where you are (feat. WILLOW),2691391
PinkPantheress,Nice to Know You,3085135
PinkPantheress,Feel complete,3020176
PinkPantheress,Blue,2968814
PinkPantheress,Nineteen,2564754
PinkPantheress,turn your phone off,2357847
PinkPantheress,Bury me (feat. Kelela),2483839
PinkPantheress,Ophelia,2598693
PinkPantheress,Close To You,1681720
PinkPantheress,Internet baby (interlude),2308932
PinkPantheress,Feelings,1987058
PinkPantheress,Stateside + Bladee,823662
PinkPantheress,Tonight + JADE,573729
PinkPantheress,Stars + Yves,622407
PinkPantheress,Angel,1011548
PinkPantheress,Girl Like Me + Oklou,489078
PinkPantheress,Noises + JT,448791
PinkPantheress,Illegal + Anitta,354054
Charli xcx,360,32405699
Charli xcx,Guess featuring billie eilish,28281921
Charli xcx,Apple,22678101
Charli xcx,Von dutch,30006317
Charli xcx,365,21602353
Charli xcx,Boom Clap,8863081
Charli xcx,party 4 u,18859492
Charli xcx,Club classics,17203210
Charli xcx,B2b,17817978
Charli xcx,Sympathy is a knife,17753559
Charli xcx,"Girl, so confusing featuring lorde",15036802
Charli xcx,Talk talk,12792006
Charli xcx,Everything is romantic,12925984
Charli xcx,"Girl, so confusing",8766575
Charli xcx,Vroom Vroom,11242797
Charli xcx,I might say something stupid,7302802
Charli xcx,Rewind,7349640
Charli xcx,Mean girls,7986534
Charli xcx,Speed Drive (From Barbie the Album),8898478
Charli xcx,So I,5954805
Charli xcx,I think about it all the time,5407299
Charli xcx,Sympathy is a knife featuring ariana grande,8326756
Charli xcx,Talk talk featuring troye sivan,9300608
Charli xcx,Good Ones,12413869
Charli xcx,Guess,6964834
Charli xcx,1999,6615073
Charli xcx,claws,8967931
Charli xcx,Everything is romantic featuring caroline polachek,4978538
Charli xcx,Track 10,7135102
Charli xcx,Von dutch a. g. cook remix featuring addison rae,4655543
Charli xcx,Spring breakers,7013701
Charli xcx,Beg for You (feat. Rina Sawayama),8343721
Charli xcx,Unlock it (Lock It) - feat. Kim Petras and Jay Park,4829654
Charli xcx,Yuck,8618567
Charli xcx,"the girl, so confusing version with lorde",5547548
Charli xcx,forever,6336769
